 git/soft-serve , ✅(1s) 
 git/gitleaks , ✅(2s) 
 git/czg , ✅(7s) 
 git/bit , ✅(1s) 
 git/gitea , ✅(4s) 
 git/lefthook , ✅(2s) 
 git/gix , ✅(1s) 
 git/tea , ✅(2s) 
 git/tig , ✅(1s) 
 git/git-chglog , ✅(1s) 
 git/delta , ✅(1s) 
 git/lazygit , ✅(2s) 
 git/glab , ✅(2s) 
 git/pre-commit , ✅(519s) 
 git/onefetch , ✅(1s) 
 git/gitui , ✅(1s) 
 git/gh , ✅(2s) 
 other/tmuxp , ✅(10s) 
 other/himalaya , ✅(2s) 
 other/nasa-cli , ✅(18s) 
 other/nb.sh , ✅(6s) 
 other/mapscii , ✅(7s) 
 other/bash-preexec , ❌(smoke) 
 other/wait-on , ✅(4s) 
 other/carapace-bin , ✅(3s) 
 other/sncli , ✅(17s) 
 other/shelljs , ✅(3s) 
 other/watchexec , ✅(2s) 
 other/keep , ✅(48s) 
 other/howdoi , ✅(55s) 
 other/bcat , ✅(9s) 
 other/jupyterlab , ✅(203s) 
 other/funky , ✅(11s) 
 other/envsubst , ✅(1s) 
 other/concat-md , ✅(73s) 
 other/ulp , ❌(smoke) 
 other/emoj , ✅(13s) 
 other/comrak , ✅(1s) 
 other/shx , ✅(5s) 
 other/ngxtop , ✅(9s) 
 other/pathman , ✅(1s) 
 version-manager/semantic-release , ✅(19s) 
 version-manager/goreleaser , ✅(1s) 
 python/marimo , ✅(81s) 
 python/rebound-cli , ✅(12s) 
 python/pypy , ✅(14s) 
 python/copier , ❌(smoke) 
 python/pywal , ✅(7s) 
 python/cookiecutter , ✅(21s) 
 python/pipx , ✅(10s) 
 python/miniconda , ✅(1s) 
 python/doit , ✅(8s) 
 python/bowler , ✅(11s) 
 python/kanban-python , ✅(10s) 
 python/invoke , ✅(7s) 
 python/cruft , ✅(25s) 
 container/kube-score , ✅(1s) 
 container/syft , ✅(2s) 
 container/slick , ✅(1s) 
 container/helm , ✅(2s) 
 container/kind , ✅(1s) 
 container/k3d , ✅(1s) 
 container/copacetic , ✅(2s) 
 container/bwrap , ✅(7s) 
 container/cosign , ✅(3s) 
 container/slim , ✅(1s) 
 container/k9s , ✅(3s) 
 container/kube-linter , ✅(1s) 
 container/kube-capacity , ✅(2s) 
 container/dive , ✅(1s) 
 container/lazydocker , ✅(1s) 
 container/kubectx , ✅(1s) 
 container/ctop , ✅(2s) 
 container/minikube , ✅(2s) 
 editor/bed , ✅(1s) 
 editor/nvim , ✅(2s) 
 editor/sops , ✅(1s) 
 editor/micro , ✅(2s) 
 editor/helix , ✅(2s) 
 test/oha , ✅(1s) 
 test/locust , ✅(97s) 
 test/loadtest , ✅(9s) 
 test/goss , ✅(1s) 
 test/py-spy , ✅(19s) 
 test/hey , ✅(1s) 
 shell/xonsh , ✅(10s) 
 shell/nushell , ✅(3s) 
 shell/murex , ✅(1s) 
 shell/elvish , ✅(1s) 
 shell/zsh , ✅(2s) 
 filesystem/syncthing , ✅(1s) 
 filesystem/trash-cli , ✅(24s) 
 filesystem/ncdu , ✅(0s) 
 filesystem/ffsend , ✅(2s) 
 filesystem/rclone , ✅(2s) 
 filesystem/dua , ✅(1s) 
 filesystem/fd , ✅(1s) 
 filesystem/yazi , ✅(1s) 
 filesystem/duf , ✅(1s) 
 filesystem/gdu , ✅(2s) 
 filesystem/ncp , ✅(4s) 
 filesystem/fselect , ✅(1s) 
 filesystem/dust , ✅(1s) 
 filesystem/diskusage , ✅(1s) 
 filesystem/hexyl , ✅(1s) 
 filesystem/broot , ✅(1s) 
 filesystem/lf , ✅(1s) 
 filesystem/tokei , ✅(1s) 
 filesystem/qrcp , ✅(1s) 
 filesystem/ranger , ❌(smoke) 
 filesystem/scc , ✅(1s) 
 filesystem/magika , ✅(163s) 
 filesystem/godu , ✅(1s) 
 ai/huggingface , ✅(18s) 
 ai/gptui , ❌(smoke) 
 ai/whispercpp , ✅(1s) 
 ai/how2 , ✅(13s) 
 ai/llm , ✅(26s) 
 ai/aichat , ✅(2s) 
 ai/open-interpreter , ✅(1196s) 
 ai/catai , ❌(env_try) 
 ai/chatgpt , ✅(1s) 
 ai/gptscript , ✅(1s) 
 ai/chatblade , ✅(49s) 
 ai/gpt-engineer , ❌(smoke) 
 lang/arturo , ✅(1s) 
 lang/groovy , ❌(env_try) 
 lang/python , ✅(485s) 
 lang/julia , ✅(24s) 
 lang/kotlin , ✅(2s) 
 lang/tinygo , ✅(5s) 
 lang/raku , ✅(2s) 
 lang/perl , ✅(2s) 
 lang/scala , ✅(2s) 
 lang/zig , ✅(4s) 
 lang/go , ✅(4s) 
 lang/d2 , ✅(1s) 
 lang/java , ✅(1s) 
 lang/mawk , ✅(1s) 
 lang/lua , ✅(1s) 
 lint/hadolint , ✅(2s) 
 lint/oxlint , ✅(19s) 
 iac/ansible , ✅(247s) 
 iac/terraform , ✅(9s) 
 iac/pyinfra , ✅(29s) 
 iac/opentofu , ✅(2s) 
 iac/heroku , ✅(53s) 
 iac/python-openstackclient , ✅(71s) 
 iac/dagger , ✅(2s) 
 multimedia/magick , ✅(1s) 
 multimedia/qpdf , ✅(2s) 
 multimedia/mermaid-cli , ✅(18s) 
 multimedia/beets , ✅(35s) 
 multimedia/ocrmypdf , ✅(63s) 
 multimedia/pageres-cli , ✅(35s) 
 multimedia/video-to-ascii , ❌(smoke) 
 multimedia/carbon-now-cli , ❌(smoke) 
 multimedia/themer , ✅(10s) 
 multimedia/ffmpeg , ✅(4s) 
 multimedia/face_recognition , ✅(738s) 
 multimedia/cwebp , ✅(1s) 
 multimedia/termsvg , ✅(1s) 
 multimedia/agg , ✅(1s) 
 multimedia/ascii-image-converter , ✅(2s) 
 multimedia/editly , ❌(env_try) 
 multimedia/mystmd , ✅(5s) 
 multimedia/terminal-image-cli , ✅(14s) 
 multimedia/gifski , ✅(1s) 
 multimedia/pdfcpu , ✅(2s) 
 virtualization/lima , ✅(3s) 
 cicd/act , ✅(2s) 
 cicd/act_runner , ✅(1s) 
 reader/glow , ✅(1s) 
 reader/epr , ✅(8s) 
 reader/haxor-news , ✅(15s) 
 template/yo , ✅(34s) 
 template/hygen , ✅(7s) 
 linter/pyre-check , ✅(221s) 
 linter/black , ✅(17s) 
 linter/golangci-lint , ✅(2s) 
 linter/emmyluacodestyle , ✅(1s) 
 linter/revive , ✅(1s) 
 linter/commitlint , ✅(19s) 
 linter/cspell , ✅(22s) 
 linter/coala , ✅(26s) 
 linter/pytype , ✅(46s) 
 linter/monkeytype , ✅(9s) 
 linter/dotenv-linter , ✅(1s) 
 linter/sqlfmt , ✅(10s) 
 linter/vale , ✅(1s) 
 linter/hint , ✅(58s) 
 linter/alex , ✅(32s) 
 linter/prospector , ✅(172s) 
 linter/gofumpt , ✅(1s) 
 linter/vulture , ✅(7s) 
 linter/ruff , ✅(1s) 
 linter/typos , ✅(2s) 
 linter/pylint , ✅(13s) 
 linter/yapf , ✅(10s) 
 linter/wemake-python-styleguide , ❌(env_try) 
 linter/cfn-lint , ✅(117s) 
 linter/stylua , ✅(2s) 
 linter/code2flow , ✅(7s) 
 linter/prettier , ✅(3s) 
 linter/isort , ✅(6s) 
 linter/sqlfluff , ✅(24s) 
 sdkman/karaf , ❌(env_try) 
 sdkman/mulefd , ✅(2s) 
 sdkman/concurnas , ❌(env_try) 
 sdkman/ant , ✅(2s) 
 sdkman/layrry , ✅(1s) 
 sdkman/connor , ✅(1s) 
 sdkman/ballerina , ✅(13s) 
 sdkman/skeletal , ✅(5s) 
 sdkman/hadoop , ✅(13s) 
 sdkman/pierrot , ✅(1s) 
 sdkman/micronaut , ✅(2s) 
 sdkman/pomchecker , ✅(2s) 
 sdkman/quarkus , ✅(2s) 
 sdkman/gaiden , ❌(env_try) 
 sdkman/mvnd , ✅(3s) 
 sdkman/grails , ✅(4s) 
 sdkman/spark , ❌(env_try) 
 sdkman/toolkit , ✅(2s) 
 sdkman/jbake , ✅(2s) 
 sdkman/gradle , ✅(4s) 
 sdkman/activemq , ❌(env_try) 
 sdkman/doctoolchain , ✅(4s) 
 sdkman/infrastructor , ✅(3s) 
 sdkman/coursier , ✅(2s) 
 sdkman/kscript , ❌(env_try) 
 sdkman/groovyserv , ✅(3s) 
 sdkman/maven , ✅(1s) 
